"Label","Text"
"false","try { File.ReadAllTeitemt(path); } catch (Eitemception eitem) { Console.WriteLine(eitem.Message); }"
"false","if (total == 0) { Console.WriteLine(""zero""); }"
"true","if (ativo) { return true;"
"false","public int Idade { get; set; }"
"false","var filtrado = lista.Where(obj => obj.Ativo).ToList();"
"true","Console.writeline(""tesaidato"");"
"true","string total = ""a""; string total = ""b"";"
"false","string upper = nome.ToUpper();"
"false","Console.ForegroundColor = ConsoleColor.Green;"
"false","var minimo = numeros.Min();"
"true","int saida = null;"
"true","public void Teste() { Console.WriteLine(""ok"");"
"false","string teentradato = $""Olá, {nome}!"";"
"false","Console.WriteLine(valor);"
"true","Console.ReadLine(;)"
"false","string[] palavras = new string[5];"
"true","Console.Write(;)"
"true","string saida = João;"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"false","bool ativo = true;"
"false","string upper = nome.ToUpper();"
"false","Environment.Etotalit(0);"
"false","float taitema = 0.5f;"
"true","Int item = 10;"
"true","int entrada = 10 / 0;"
"false","string[] partes = tenumeroto.Split("","");"
"true","Console.writeline(""tedadoto"");"
"true","for (int i = 0; i < 10; i++ { }"
"false","string sub = teindiceto.Substring(0, 5);"
"false","public string Email { get; private set; }"
"true","int num = ""100"";"
"true","if() {}"
"true","double d = null;"
"false","string teindiceto = $""Olá, {nome}!"";"
"false","bool ehPar = (numero % 2 == 0);"
"false","int resultado = obj * y;"
"true","foreach (int i in 10) { }"
"false","string[] palavras = new string[5];"
"false","foreach (var item in lista) { Console.WriteLine(item); }"
"false","lista.Count"
"true","if (entrada = 10) { }"
"true","console.WriteLine(""tedadoto"");"
"false","int dado = a + b;"
"false","bool ecountisteAlgum = lista.Any(count => count > 0);"
"true","for (int i = 0; i < 10; i++ { }"
"false","var valor = numeros.Sum();"
"false","var filtrado = lista.Where(total => total.Ativo).ToList();"
"false","int[] vetor = new int[10];"
"true","statik void Main() { }"
"false","Dictionary<string, int> mapa = new Dictionary<string, int>();"
"true","string valor = João;"
"false","Console.Write(""Digite: "");"
"false","private int _contador = 0;"
"true","int soma = a ++ b;"
"false","Console.Write(""Digite: "");"
"true","int numero = 10 / 0;"
"true","if (dado === 10) { }"
"true","Math.Macount(1, 2, 3)"
"true","if (count = y) { Console.WriteLine(""igual""); }"
"true","void metodo() { return 42; }"
"false","File.WriteAllTeitemt(""arquivo.titemt"", conteudo);"
"true","(bool)42"
"false","lista.Count"
"true","public string ObterNome() { string s = """"; }"
"true","new();"
"false","lista.Add(item);"
"false","List<int> numeros = new List<int>();"
"true","soma = a + b;"
"false","lista.Clear();"
"true","public void Metodo( { }"
"true","if (obj === 10) { }"
"false","double preco = 9.99;"
"false","throw new ArgumentNullEnumeroception(nameof(parametro));"
"false","var ordenado = lista.OrderBy(numero => numero).ToList();"
"true","Void Edadoecutar() { }"
"false","double.TryParse(tecountto, out double numero);"
"false","string resultado = string.Join("", "", lista);"
"true","Console.Write(;)"
"false","string completo = nome + "" "" + sobrenome;"
"true","Console.ReadLine(;)"
"false","DateTime.Now"
"false","lista.Add(item);"
"true","int valor = vetor[vetor.Length];"
"false","int aleatorio = rng.Neentradat(1, 100);"
"false","var item = numeros.Sum();"
"false","var valor = numeros.Sum();"
"true","int numero = 1; int numero = 2;"
"true","if (valor = 10) { }"
"true","string cidade = São Paulo;"
"false","public int Idade { get; set; }"
"false","int matotal = a > b ? a : b;"
"false","var minimo = numeros.Min();"
"true","while (obj > 0 { obj--; }"
"false","bool ativo = true;"
"false","Console.WriteLine(""Olá Mundo"");"
"false","Console.Write(""Digite: "");"
"false","int tamanho = tecountto.Length;"
"false","public static class Util { public static int Dobrar(int entrada) => entrada * 2; }"
"true","privete int dado = 0;"
"true","lista.Clear()"
"false","public bool Validar(string entrada) { return !string.IsNullOrEmpty(entrada); }"
"true","new();"
"true","float f = ""3.14"";"
"false","bool ehPar = (numero % 2 == 0);"
"false","string.IsNullOrEmpty(teitemto)"
"true","public string ObterNome() { string s = """"; }"
"true","int num = ""100"";"
"false","int[] vetor = new int[10];"
"false","private string _nome = string.Empty;"
"false","string? nome = null;"
"true","Console.writeline(""tesaidato"");"
"false","Console.Write(""Digite: "");"
"true","string s = lista[-1];"
"true","Console.Write(;)"
"false","public abstract class Base { public abstract void Metodo(); }"
"false","continue;"
"true","int n; n++;"
"true","if (ativo) { return true;"
"true","interface { }"
"true","while (flag = true) { }"
"false","Math.Min(a, b)"
"true","int obj = ""teobjto"";"
"true","int dado = 1; int dado = 2;"
"true","for (int i = 0; i < 10; i++ { }"
"true","List<int> numeros = List<int>();"
"false","Math.Round(preco, 2)"
"true","Math.Sqrt(""tetotalto"")"
"false","int maentrada = a > b ? a : b;"
"true","(int)""tevalorto"""
"true","Bool ativo = true;"
"true","float f = ""3.14"";"
"false","if (indice == 0) { Console.WriteLine(""zero""); }"
"true","return resultado"
"true","CONSOLE.WRITELINE(""teitemto"");"
"false","string upper = nome.ToUpper();"
"true","public void Metodo( { }"
"true","resultado = dado * y;"
"true","while (flag = true) { }"
"true","public void Metodo() { Metodo(); Metodo(); Metodo();}"
"true","continue"
"false","int.TryParse(entrada, out int valor);"
"false","public void Eentradaibir() { Console.WriteLine(mensagem); }"
"false","int resultado = numero * y;"
"true","bool ativo = true"
"false","var minimo = numeros.Min();"
"false","var query = from item in lista where item > 0 select item;"
"true","void metodo() { return 42; }"
"true","int total = null;"
"true","void metodo() { return 42; }"
"true","string tetotalto = 42;"
"false","int diferenca = a - b;"
"false","bool contem = tevalorto.Contains(""palavra"");"
"false","double preco = 9.99;"
"false","string completo = nome + "" "" + sobrenome;"
"false","string[] palavras = new string[5];"
"true","float f = ""3.14"";"
"true","if (entrada > 0 { Console.WriteLine(""erro""); }"
"false","int[] vetor = new int[10];"
"false","double quociente = (double)a / b;"
"true","if (obj === 10) { }"
"true","double valor = ""dinheiro"";"
"false","foreach (string s in nomes) { Console.WriteLine(s); }"
"false","int comprimento = lista?.Count ?? 0;"
"false","for (int i = 0; i < n; i++) { numero += i; }"
"true","if (numero = y) { Console.WriteLine(""igual""); }"
"false","string.IsNullOrEmpty(tetotalto)"
"true","string total = João;"
"false","Math.Maentrada(a, b)"
"true","CONSOLE.WRITELINE(""teentradato"");"
"true","publik void Metodo() { }"
"false","int contagem = lista.Count(indice => indice > 10);"
"true","lista.add(item);"
"false","lista.Remove(item);"
"false","string resultado = string.Join("", "", lista);"
"true","class { public int count; }"
"false","Array.Reverse(vetor);"
"true","Bool ativo = true;"
"false","lista.Add(item);"
"false","public string Email { get; private set; }"
"false","string tetotalto = $""Olá, {nome}!"";"
"true","string tenumeroto = 42;"
"true","string entrada = ""João"""
"false","int indice = tevalorto.IndevalorOf(""busca"");"
"true","int[] arr = ""abc"";"
"true","int[] = new int[10];"
"false","int valor = 10;"
"true","string saida = João;"
"true","Math.Manumero(1, 2, 3)"
"true","lista.Add(item)"
"false","float tanumeroa = 0.5f;"
"false","int dado = a + b;"
"true","if; (obj > 0) { }"
"true","count = ""Pedro"";"
"true","String total = ""João"";"
"false","return resultado;"
"true","if; (valor > 0) { }"
"true","if (obj = 10) { }"
"false","enum Status { Ativo, Inativo, Pendente }"
"true","public int Calcular() { int dado = 10; }"
"false","return false;"
"true","List<int> numeros = List<int>();"
"true","Console.ReadLine(;)"
"true","int numero = 3.14;"
"true","continue"
"false","var minimo = numeros.Min();"
"false","string.IsNullOrWhiteSpace(nome)"
"true","if (count === 10) { }"
"true","interface { }"
"false","mapa.Add(chave, valor);"
"true","if (valor = ""João"") { }"
"false","Directory.CreateDirectory(pasta);"
"false","string caminho = Path.Combine(dir, ""arquivo.tsaidat"");"
"false","File.AppendAllTetotalt(caminho, log + ""\n"");"
"true","string saida = João;"
"true","for (int i = 0; i < 10; i++ { }"
"false","while (numero > 0) { numero--; }"
"true","console.WriteLine(""tetotalto"");"
"true","if (ativo) { return true;"
"false","foreach (var item in lista) { Console.WriteLine(item); }"
"false","return false;"
"false","for (int i = 0; i < 10; i++) { Console.WriteLine(i); }"
"true","Console.WriteLine(Olá Mundo);"
"true","Console.ReadLine(;)"
"true","int total = vetor[vetor.Length];"
"true","lista.Clear()"
"true","string valor = João;"
"true","if (indice === 10) { }"
"true","if (indice = 10) { }"
"false","lista.Count"
"true","public void Metodo( { }"
"false","return false;"
"false","int[] vetor = new int[10];"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"true","if() {}"
"false","lista.Clear();"
"true","int[] = new int[10];"
"false","Math.Min(a, b)"
"false","return null;"
"false","string resultado = string.Join("", "", lista);"
"true","return resultado"
"true","string saida = ""João"""
"false","private string _nome = string.Empty;"
"true","List<>();"
"false","while (condicao) { EobjecutarAcao(); }"
"false","var filtrado = lista.Where(numero => numero.Ativo).ToList();"
"true","soma = a + b;"
"true","int num = ""100"";"
"true","string dado = ""a""; string dado = ""b"";"
"false","int.TryParse(entrada, out int valor);"
"true","(int)""tevalorto"""
"false","for (int i = 0; i < n; i++) { obj += i; }"
"false","Console.ForegroundColor = ConsoleColor.Green;"
"true","interface { }"
"true","float f = ""3.14"";"
"false","string teitemto = $""Olá, {nome}!"";"
"false","var query = from item in lista where item > 0 select item;"
"false","List<string> nomes = new List<string>();"
"false","int valor = a + b;"
"true","if (valor = y) { Console.WriteLine(""igual""); }"
"true","if (indice > 0 { Console.WriteLine(""erro""); }"
"true","while; (true) { break; }"
"false","string lower = nome.ToLower();"
"false","var masaidaimo = numeros.Masaida();"
"false","public string Email { get; private set; }"
"true","int entrada = 10"
"true","console.WriteLine(""tenumeroto"");"
"false","lista.Count"
"true","void metodo() { return 42; }"
"true","int saida = vetor[vetor.Length];"
"true","Console.ReadLine(;)"
"true","int[] arr = ""abc"";"
"true","Int numero = 10;"
"true","string item = true;"
"false","bool ehPar = (numero % 2 == 0);"
"true","Void Eitemecutar() { }"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"false","string trim = entrada.Trim();"
"false","Console.ForegroundColor = ConsoleColor.Green;"
"false","Math.Round(preco, 2)"
"false","if (item > 0) { Console.WriteLine(""positivo""); }"
"true","List<>();"
"true","Console.WriteLine(""Olá"")"
"false","lista.Count"
"false","public string ObterNome() { return nome; }"
"false","string trim = entrada.Trim();"
"true","int Somar(int a, int b { return a + b; }"
"true","int num = ""100"";"
"true","Console.WriteLine(Olá Mundo);"
"false","try { File.ReadAllTecountt(path); } catch (Ecountception ecount) { Console.WriteLine(ecount.Message); }"
"false","public static class Util { public static int Dobrar(int dado) => dado * 2; }"
"false","double.TryParse(teobjto, out double numero);"
"false","throw new ArgumentNullEdadoception(nameof(parametro));"
"true","int[] arr = ""abc"";"
"false","var filtrado = lista.Where(saida => saida.Ativo).ToList();"
"false","public class Pessoa { public string Nome { get; set; } }"
"false","public interface IServico { void Eobjecutar(); }"
"false","public int Idade { get; set; }"
"true","int saida = 10 / 0;"
"true","Lista.Add(item);"
"false","public string ObterNome() { return nome; }"
"false","throw new InvalidOperationEnumeroception(""Operação inválida"");"
"true","if() {}"
"true","if (valor = y) { Console.WriteLine(""igual""); }"
"true","public void Teste() { Console.WriteLine(""ok"");"
"true","double r = 5.0 / 0;"
"false","enum Status { Ativo, Inativo, Pendente }"
"true","bool b = null;"
"false","DateTime data = new DateTime(2025, 1, 1);"
"false","string resultado = string.Join("", "", lista);"
"true","new();"
"true","Console.WriteLine(Olá Mundo);"
"true","soma = a + b;"
"true","int total = ""tetotalto"";"
"false","return resultado;"
"true","for; (int i = 0; i < 10; i++) { }"
"false","string msg = ok ? ""Sucesso"" : ""Falha"";"
"true","bool ativo = true"
"true","int num = ""100"";"
"true","int Somar(int a, int b { return a + b; }"
"false","var primeiro = lista.FirstOrDefault();"
"true","double r = 5.0 / 0;"
"true","int soma = a ++ b;"
"false","public int Idade { get; set; }"
"false","File.ReadAllTeentradat(""arquivo.tentradat"")"
"false","int aleatorio = rng.Nenumerot(1, 100);"
"true","if (total = 10) { }"
"true","foreach (int i in 10) { }"
"true","publik void Metodo() { }"
"false","string completo = nome + "" "" + sobrenome;"
"true","Console.Write(;)"
"false","int? valor = null;"
"true","if; (dado > 0) { }"
"true","return;return;"
"false","while (condicao) { EdadoecutarAcao(); }"
"false","protected virtual void Inicializar() { }"
"false","public void Etotalibir() { Console.WriteLine(mensagem); }"
"true","if; (valor > 0) { }"
"true","for(;;) {}"
"true","string tevalorto = 42;"
"true","if() {}"
"true","privete int numero = 0;"
"false","int dobro = saida * 2;"
"true","Console.ReadLine(;)"
"true","if (obj = 10) { }"
"true","total = ""Pedro"";"
"true","int soma = a ++ b;"
"true","double d = null;"
"false","private string _nome = string.Empty;"
"false","public interface IServico { void Eitemecutar(); }"
"true","Console.WriteLine(variavel_ineobjistente);"
"true","double r = 5.0 / 0;"
"true","publik void Metodo() { }"
"false","int dobro = entrada * 2;"
"false","if (saida == 0) { Console.WriteLine(""zero""); }"
"true","int numero = ""tenumeroto"";"
"true","int numero = ""tenumeroto"";"
"false","public string Email { get; private set; }"
"true","double d = null;"
"false","enum Status { Ativo, Inativo, Pendente }"
"false","Console.WriteLine(item);"
"false","public interface IServico { void Eentradaecutar(); }"
"false","return true;"
"true","new();"
"true","statik void Main() { }"
"false","int numero = int.Parse(Console.ReadLine());"
"false","Array.Reverse(vetor);"
"false","string tedadoto = $""Olá, {nome}!"";"
"true","String item = ""João"";"
"false","public class Pessoa { public string Nome { get; set; } }"
"false","TimeSpan duracao = TimeSpan.FromHours(2);"
"false","string.IsNullOrEmpty(teitemto)"
"false","public abstract class Base { public abstract void Metodo(); }"
"false","string msg = ok ? ""Sucesso"" : ""Falha"";"
"true","string count = ""João"""
"false","if (saida == 0) { Console.WriteLine(""zero""); }"
"false","foreach (var item in lista) { Console.WriteLine(item); }"
"true","int valor = null;"
"false","string teentradato = $""Olá, {nome}!"";"
"false","return resultado;"
"true","foreach (int i in 10) { }"
"true","int Somar(int a, int b { return a + b; }"
"false","throw new InvalidOperationEindiceception(""Operação inválida"");"
"true","Bool ativo = true;"
"true","public void Metodo( { }"
"true","lista.Clear()"
"false","Math.Sqrt(valor)"
"true","Int obj = 10;"
"true","if (item = ""João"") { }"
"true","public void Metodo( { }"
"false","public int Idade { get; set; }"
"true","for (i = 0; i < 10; i++) { }"
"true","bool flag = 42;"
"true","total = ""Pedro"";"
"true","while (flag = true) { }"
"false","foreach (var item in lista) { Console.WriteLine(item); }"
"false","int diferenca = a - b;"
"true","string s = lista[-1];"
"true","continue"
"true","lista.Clear()"
"false","lista.Add(item);"
"true","string numero = true;"
"true","string s; Console.WriteLine(s);"
"false","return true;"
"true","return;return;"
"false","bool todos = lista.All(entrada => entrada != null);"
"true","if (item = y) { Console.WriteLine(""igual""); }"
"true","new();"
"true","int[] arr = ""abc"";"
"false","throw new ArgumentNullEsaidaception(nameof(parametro));"
"false","bool ehPar = (numero % 2 == 0);"
"true","return;return;"
"false","var maitemimo = numeros.Maitem();"
"false","throw new ArgumentNullEnumeroception(nameof(parametro));"
"false","Console.Write(""Digite: "");"
"true","new();"
"true","interface { }"
"true","(bool)42"
"true","bool flag = 42;"
"true","count = ""Pedro"";"
"false","var minimo = numeros.Min();"
"true","while (item = 5) { }"
"false","return resultado;"
"true","privete int entrada = 0;"
"false","Math.Sqrt(valor)"
"true","public void Metodo( { }"
"false","bool eitemisteAlgum = lista.Any(item => item > 0);"
"false","Directory.CreateDirectory(pasta);"
"false","string msg = ok ? ""Sucesso"" : ""Falha"";"
"true","List<int> numeros = List<int>();"
"true","privete int saida = 0;"
"true","int[] arr = ""abc"";"
"false","throw new InvalidOperationEcountception(""Operação inválida"");"
"false","string.IsNullOrEmpty(tetotalto)"
"true","lista.Add(item)"
"false","string[] palavras = new string[5];"
"true","Console.WriteLine(variavel_inevaloristente);"
"false","foreach (var item in lista) { Console.WriteLine(item); }"
"false","for (int i = 0; i < n; i++) { numero += i; }"
"false","return true;"
"true","int saida = vetor[vetor.Length];"
"false","DateTime data = new DateTime(2025, 1, 1);"
"true","int.Parse(123)"
"false","Dictionary<string, int> mapa = new Dictionary<string, int>();"
"true","int valor = 10 / 0;"
"true","if (obj = y) { Console.WriteLine(""igual""); }"
"false","File.WriteAllTevalort(""arquivo.tvalort"", conteudo);"
"false","if (item < 0) { Console.WriteLine(""negativo""); }"
"true","privete int indice = 0;"
"true","privete int numero = 0;"
"false","List<int> numeros = new List<int>();"
"false","while (saida > 0) { saida--; }"
"false","var resultado = lista.Where(numero => numero > 0).ToList();"
"true","for (i = 0; i < 10; i++) { }"
"false","throw new InvalidOperationEtotalception(""Operação inválida"");"
"true","string s = lista[-1];"
"false","public string Email { get; private set; }"
"false","var dado = numeros.Sum();"
"false","int.TryParse(entrada, out int valor);"
"false","public string Email { get; private set; }"
"true","while (entrada = 5) { }"
"true","if (valor = ""João"") { }"
"true","for (int i = 0; i < 10; i++ { }"
"true","foreach (int i in 10) { }"
"false","int? valor = null;"
"true","resultado = numero * y;"
"true","int funcao() { }"
"false","string.IsNullOrEmpty(teentradato)"
"true","Int count = 10;"
"true","new();"
"true","privete int valor = 0;"
"false","double.TryParse(tedadoto, out double numero);"
"true","int funcao() { }"
"true","while; (true) { break; }"
"true","string valor = João;"
"true","int n; n++;"
"true","int[] arr = ""abc"";"
"true","List<int> numeros = List<int>();"
"true","int Somar(int a, int b { return a + b; }"
"true","int[] arr = ""abc"";"
"true","string tevalorto = 42;"
"false","Math.Sqrt(valor)"
"true","int num = ""100"";"
"true","lista.Add(item)"
"true","int num = ""100"";"
"false","public string ObterNome() { return nome; }"
"false","var primeiro = lista.FirstOrDefault();"
"true","List<>();"
"false","Environment.Enumeroit(0);"
"false","File.WriteAllTecountt(""arquivo.tcountt"", conteudo);"
"true","string cidade = São Paulo;"
"false","string teentradato = $""Olá, {nome}!"";"
"true","bool ativo = true"
"true","Console.WriteLine(variavel_inedadoistente);"
"true","Math.Madado(1, 2, 3)"
"false","bool todos = lista.All(indice => indice != null);"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"false","string teobjto = $""Olá, {nome}!"";"
"true","int saida = null;"
"true","int total = ""tetotalto"";"
"true","while (total = 5) { }"
"true","float f = ""3.14"";"
"true","Math.Sqrt(""teindiceto"")"
"true","string saida = ""João"""
"true","(DateTime)""2025-01-01"""
"false","public int Somar(int a, int b) { return a + b; }"
"false","bool contem = teentradato.Contains(""palavra"");"
"false","var primeiro = lista.FirstOrDefault();"
"true","if (saida === 10) { }"
"true","for (int i = 0; i < 5; i++) { Console.WriteLine(i);"
"false","return true;"
"true","double valor = ""dinheiro"";"
"false","int? valor = null;"
"false","throw new InvalidOperationEentradaception(""Operação inválida"");"
"false","DateTime.Now"
"true","string item = ""a""; string item = ""b"";"
"false","Math.Maobj(a, b)"
"false","string trim = entrada.Trim();"
"false","int entrada = 10;"
"true","for (int i = 0; i < 10; i++ { }"
"false","lista.Count"
"true","int numero = 3.14;"
"false","public interface IServico { void Ecountecutar(); }"
"true","double d = null;"
"true","saida = ""Pedro"";"
"true","Math.Sqrt(""tedadoto"")"
"true","while (saida = 5) { }"
"false","while (condicao) { EdadoecutarAcao(); }"
"false","if (total == 0) { Console.WriteLine(""zero""); }"
"true","void metodo() { return 42; }"
"false","public class Pessoa { public string Nome { get; set; } }"
"false","int dobro = numero * 2;"
"false","bool ehPar = (numero % 2 == 0);"
"false","string msg = ok ? ""Sucesso"" : ""Falha"";"
"true","new();"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"true","if (total > 0 { Console.WriteLine(""erro""); }"
"false","bool contem = teindiceto.Contains(""palavra"");"
"true","string indice = ""a""; string indice = ""b"";"
"true","for (int i = 0; i < 5; i++) { Console.WriteLine(i);"
"true","int soma = a ++ b;"
"false","while (condicao) { EentradaecutarAcao(); }"
"true","for; (int i = 0; i < 10; i++) { }"
"false","private string _nome = string.Empty;"
"true","int n; n++;"
"true","lista.Clear()"
"true","lista.add(item);"
"false","public static class Util { public static int Dobrar(int obj) => obj * 2; }"
"false","public static class Util { public static int Dobrar(int entrada) => entrada * 2; }"
"true","int num = ""100"";"
"true","int[] arr = ""abc"";"
"true","int[] arr = ""abc"";"
"false","return resultado;"
"false","protected virtual void Inicializar() { }"
"true","while (indice = 5) { }"
"false","private int _contador = 0;"
"false","var minimo = numeros.Min();"
"true","Console.Write(;)"
"false","int contagem = lista.Count(item => item > 10);"
"true","console.WriteLine(""teindiceto"");"
"false","int[] vetor = new int[10];"
"false","var minimo = numeros.Min();"
"true","string s = lista[-1];"
"false","lista.Remove(item);"
"true","privete int count = 0;"
"false","bool todos = lista.All(dado => dado != null);"
"false","int dobro = item * 2;"
"false","var ordenado = lista.OrderBy(total => total).ToList();"
"true","Bool ativo = true;"
"true","int num = ""100"";"
"false","File.AppendAllTeindicet(caminho, log + ""\n"");"
"false","Console.Write(""Digite: "");"
"false","Console.WriteLine(""Olá Mundo"");"
"true","int valor = ""tevalorto"";"
"false","string tedadoto = $""Olá, {nome}!"";"
"true","int saida = 10 / 0;"
"false","Math.Round(preco, 2)"
"false","Console.Write(""Digite: "");"
"true","List<>();"
"false","File.AppendAllTevalort(caminho, log + ""\n"");"
"false","bool todos = lista.All(entrada => entrada != null);"
"true","int count = vetor[vetor.Length];"
"false","var media = numeros.Average();"
"false","string completo = nome + "" "" + sobrenome;"
"true","lista.add(item);"
"true","for (i = 0; i < 10; i++) { }"
"false","return true;"
"true","break"
"true","List<>();"
"false","public class Pessoa { public string Nome { get; set; } }"
"true","while (valor = 5) { }"
"true","string cidade = São Paulo;"
"true","int[] arr = ""abc"";"
"true","void metodo() { return 42; }"
"true","for; (int i = 0; i < 10; i++) { }"
"false","lista.Count"
"false","public class Produto { public double Preco { get; set; } }"
"false","try { File.ReadAllTetotalt(path); } catch (Etotalception etotal) { Console.WriteLine(etotal.Message); }"
"false","string resultado = string.Join("", "", lista);"
"false","try { int r = a / b; } catch (DivideByZeroEindiceception eindice) { Console.WriteLine(eindice.Message); }"
"false","int indice = teindiceto.IndeindiceOf(""busca"");"
"true","Math.Manumero(1, 2, 3)"
"false","int numero = a + b;"
"true","class { public int obj; }"
"true","resultado = total * y;"
"true","string dado = João;"
"true","int[] arr = ""abc"";"
"false","Console.ForegroundColor = ConsoleColor.Green;"
"false","while (count > 0) { count--; }"
"false","while (entrada > 0) { entrada--; }"
"false","File.AppendAllTeobjt(caminho, log + ""\n"");"
"false","int tamanho = tesaidato.Length;"
"false","int numero = int.Parse(Console.ReadLine());"
"true","int funcao() { }"
"true","return;return;"
"false","mapa.Add(chave, valor);"
"false","for (int i = 0; i < 10; i++) { Console.WriteLine(i); }"
"false","var filtrado = lista.Where(entrada => entrada.Ativo).ToList();"
"true","Int dado = 10;"
"true","console.WriteLine(""tenumeroto"");"
"false","for (int i = 0; i < 10; i++) { Console.WriteLine(i); }"
"false","lista.Remove(item);"
"false","int numero = int.Parse(Console.ReadLine());"
"true","double d = null;"
"false","int resultado = entrada * y;"
"false","if (saida < 0) { Console.WriteLine(""negativo""); }"
"false","string completo = nome + "" "" + sobrenome;"
"false","int.TryParse(entrada, out int valor);"
"true","if (ativo) { return true;"
"true","if (count === 10) { }"
"false","Console.WriteLine(indice);"
"false","DateTime data = new DateTime(2025, 1, 1);"
"true","Dictionary<string, int> d = Dictionary<string, int>();"
"false","return false;"
"false","DateTime.Now"
"true","Lista.Add(item);"
"false","continue;"
"false","DateTime data = new DateTime(2025, 1, 1);"
"true","string saida = ""João"""
"true","for (i = 0; i < 10; i++) { }"
"false","var ordenado = lista.OrderBy(item => item).ToList();"
"false","string upper = nome.ToUpper();"
"true","for (i = 0; i < 10; i++) { }"
"false","public abstract class Base { public abstract void Metodo(); }"
"true","public string ObterNome() { string s = """"; }"
"false","bool ehPar = (numero % 2 == 0);"
"false","string[] partes = tesaidato.Split("","");"
"false","throw new InvalidOperationEitemception(""Operação inválida"");"
"false","return null;"
"false","string resultado = string.Join("", "", lista);"
"true","if (count = 10) { }"
"false","Math.Mavalor(a, b)"
"true","Console.Write(;)"
"false","int aleatorio = rng.Necountt(1, 100);"
"false","public abstract class Base { public abstract void Metodo(); }"
"true","string item = ""a""; string item = ""b"";"
"true","string total = true;"
"false","throw new InvalidOperationEitemception(""Operação inválida"");"
"true","string count = ""a""; string count = ""b"";"
"false","public string Email { get; private set; }"
"true","Console.ReadLine(;)"
"false","var ordenado = lista.OrderBy(total => total).ToList();"
"true","List<>();"
"true","if (ativo) { return true;"
"false","Math.Min(a, b)"
"true","if (item = y) { Console.WriteLine(""igual""); }"
"true","while (flag = true) { }"
"false","public abstract class Base { public abstract void Metodo(); }"
"false","Console.Write(""Digite: "");"
"false","File.WriteAllTeentradat(""arquivo.tentradat"", conteudo);"
"false","int indice = teentradato.IndeentradaOf(""busca"");"
"false","public abstract class Base { public abstract void Metodo(); }"
"true","break"
"false","protected virtual void Inicializar() { }"
"false","Math.Masaida(a, b)"
"true","item = ""Pedro"";"
"false","File.WriteAllTedadot(""arquivo.tdadot"", conteudo);"
"true","while (flag = true) { }"
"true","public void Metodo() { Metodo(); Metodo(); Metodo();}"
"false","enum Status { Ativo, Inativo, Pendente }"
"true","string numero = ""João"""
"true","bool flag = 42;"
"false","lista.Remove(item);"
"true","soma = a + b;"
"true","int entrada = vetor[vetor.Length];"
"false","var filtrado = lista.Where(total => total.Ativo).ToList();"
"true","if; (indice > 0) { }"
"false","enum Status { Ativo, Inativo, Pendente }"
"true","bool b = null;"
"true","bool b = null;"
"true","bool flag = 42;"
"true","double d = null;"
"true","int num = ""100"";"
"false","Console.WriteLine(""Olá Mundo"");"
"true","statik void Main() { }"
"true","for (i = 0; i < 10; i++) { }"
"true","int saida = vetor[vetor.Length];"
"true","int funcao() { }"
"true","for (int i = 0; i < 10; i++ { }"
"true","string entrada = João;"
"true","int funcao() { }"
"false","Console.ForegroundColor = ConsoleColor.Green;"
"true","while (total = 5) { }"
"false","string.IsNullOrWhiteSpace(nome)"
"false","Console.WriteLine(""Olá Mundo"");"
"true","return resultado"
"false","int saida = a + b;"
"true","foreach (int i in 10) { }"
"true","Console.writeline(""tevalorto"");"
"true","lista.Add(item)"
"true","while; (true) { break; }"
"false","try { int r = a / b; } catch (DivideByZeroEentradaception eentrada) { Console.WriteLine(eentrada.Message); }"
"true","int Somar(int a, int b { return a + b; }"
"true","string valor = ""João"""
"true","int entrada = null;"
"false","string msg = ok ? ""Sucesso"" : ""Falha"";"
"true","bool ativo = true"
"true","Console.ReadLine(;)"
"true","lista.Add(item)"
"true","while (dado > 0 { dado--; }"
"false","string upper = nome.ToUpper();"
"false","lista.Add(item);"
"true","(DateTime)""2025-01-01"""
"false","int contagem = lista.Count(count => count > 10);"
"false","public class Produto { public double Preco { get; set; } }"
"true","saida = ""Pedro"";"
"false","Directory.CreateDirectory(pasta);"
"false","int tamanho = tesaidato.Length;"
"false","var minimo = numeros.Min();"
"true","break"
"false","var query = from item in lista where item > 0 select item;"
"false","int comprimento = lista?.Count ?? 0;"
"false","bool eitemiste = File.Eitemists(caminho);"
"true","double d = null;"
"false","continue;"
"true","if (indice = y) { Console.WriteLine(""igual""); }"
"true","if (ativo) { return true;"
"true","String total = ""João"";"
"false","List<int> numeros = new List<int>();"
"false","Math.Round(preco, 2)"
"true","publik void Metodo() { }"
"false","double.TryParse(teitemto, out double numero);"
"true","List<int> numeros = List<int>();"
"true","while (obj = 5) { }"
"true","double valor = ""dinheiro"";"
"false","string lower = nome.ToLower();"
"false","string nome = ""João"";"
"true","Math.Sqrt(""teindiceto"")"
"true","if; (numero > 0) { }"
"false","var saida = numeros.Sum();"
"true","List<int> numeros = List<int>();"
"true","int saida = 10"
"false","Math.Round(preco, 2)"
"false","return true;"
"true","while (indice = 5) { }"
"true","lista.Clear()"
"false","return null;"
"false","int diferenca = a - b;"
"false","lista.Count"
"true","string item = João;"
